gene,mean_D14,mean_Sham,effect_D14_vs_Sham,log2fc_proxy_D14_vs_Sham,pvalue_D14_vs_Sham
Rdx,0.40818821666639826,0.39709835892944306,0.0110898577369552,0.039738038694033084,0.8349654212120647
Nudcd3,0.0494321542989193,0.0383461510659987,0.011086003232920597,0.3663595676665551,0.38548090219632347
Heatr5a,0.021340988125033246,0.01026001821583031,0.011080969909202936,1.05652067871368,0.04535977175884854
Qars,0.022955971721534373,0.011878263488033383,0.01107770823350099,0.950486955026106,0.08679529515328985
Ttc5,0.029677875342748367,0.018601213993769426,0.011076661348978941,0.6739620853406635,0.26622891728685266
Vps72,0.028967085416642648,0.017890540842321653,0.011076544574320994,0.6951866964529861,0.2882775373684592
Megf9,0.02336413614499404,0.012290575230537074,0.011073560914456968,0.9266876270079136,0.14131492572902768
Fopnl,0.037739442835034845,0.026665934998512646,0.011073507836522199,0.5010593349443166,0.39366587025861216
Bfar,0.04456387000514772,0.03349140799309778,0.011072462012049943,0.41207279282342424,0.42271272265235116
Wdfy3,0.018394571795492563,0.007328267312930251,0.011066304482562312,1.3276176324122606,0.03221962363000603
Dot1l,0.03865488023977327,0.02758908673641693,0.011065793503356344,0.48653789797734565,0.35948083710734197
Mrpl23-ps1,0.02067381345522753,0.00961074350482833,0.011063069950399199,1.1050042573949517,0.3868264375720444
Mrpl24,0.05127445281310126,0.040212513997989634,0.011061938815111624,0.3505879177866166,0.5161801719832553
Snrpc,0.06023324216244941,0.04917430486598143,0.01105893729646798,0.29264987164451367,0.5671655271556982
Ccdc32,0.02864010929368032,0.017583025064359457,0.011057084229320863,0.7038220226216588,0.1848548860377423
Vcp,0.07730535957696968,0.06625101000397488,0.01105434957299481,0.22262287695778,0.7294571133064321
AC154779.4,0.015061361751473426,0.004008602685433347,0.011052759066040078,1.9094168086261933,0.35067447537261803
Sept11,0.13562725051231644,0.1245752151599805,0.01105203535233594,0.12262906744436977,0.5841879779006041
Gm11942,0.022988747640713996,0.011940580535089342,0.011048167105624654,0.9449968316155994,0.4424835004738199
Alg6,0.018520147428047137,0.007484691140522588,0.011035456287524548,1.306966050663398,0.11492644453183994
Gm20559,0.029070006709800672,0.01803653791650967,0.011033468793291003,0.6885786045245336,0.3206815642476212
Gm5100,0.01750219720935546,0.006473922642697858,0.011028274566657604,1.4346836131914236,0.5015608534237903
Spats2,0.021522338388546544,0.010496252533012148,0.011026085855534397,1.0358900873845307,0.17570784756967983
Khdrbs1,0.07598036736581036,0.06496388003525354,0.011016487330556823,0.22598566603865322,0.6634123728146399
Oxa1l,0.02742796212022685,0.016414840721708276,0.011013121398518573,0.7406113952690694,0.15471550060359626
Aif1l,0.025575514210252188,0.014567763174660053,0.011007751035592135,0.811941250595996,0.18597909259549078
Cflar,0.09861643032238372,0.08760913803518232,0.011007292287201403,0.1707448362781928,0.5481023837805786
Gm47402,0.014785235989573462,0.0037843832049947227,0.011000852784578739,1.9657435833727097,0.3500626090702398
Plpp3,0.03617103987064226,0.025171580116411477,0.010999459754230785,0.5230218628861254,0.5531502562660157
Rab13,0.04780661005745739,0.036810219653285556,0.010996390404171837,0.3770947351277431,0.4758026778492184
Naa60,0.025313518299788323,0.014317527453523106,0.010995990846265217,0.8220819014814824,0.2894908867182873
Ccrl2,0.03747361074536763,0.02648476859849061,0.010988842146877023,0.5006961175079554,0.35371213208102387
Zfp646,0.022217622007905266,0.011248123923010764,0.010969498084894502,0.9819566946586391,0.08741967472975039
Cwc27,0.03095095271940216,0.019984554183426456,0.010966398535975704,0.6310728520171623,0.19836787490470276
Tcea1-ps1,0.0216611664771938,0.010698606682889453,0.010962559794304348,1.0176197728287484,0.437868760987669
Anapc7,0.021738858982199776,0.010784262748372117,0.010954596233827659,1.0112812586389344,0.10813160625552169
Ipo8,0.034224681608994514,0.02327134163955193,0.010953339969442585,0.5564628926653552,0.17436981289554196
Castor1,0.03645317472829431,0.025502505428532097,0.010950669299762215,0.5153884837528158,0.3340544716115201
Arpc4,0.060805039265407736,0.04986035459877389,0.010944684666633848,0.2862925419817663,0.6583042454349064
Gm12696,0.03800631795189496,0.02706476753680784,0.010941550415087122,0.4898079217873508,0.6244532124475343
Cops9,0.11954618156077608,0.1086182235378888,0.010927958022887277,0.13830066219598597,0.6680405668533851
Zfp451,0.027527397017548954,0.01660255879649369,0.010924838221055264,0.7294281029662216,0.03960244400130025
Csrnp1,0.03198830436564911,0.02107052009562942,0.01091778427001969,0.6022952265092139,0.291988353613187
Tssc4,0.030204156392745873,0.01928640101931636,0.010917755373429514,0.6471361033394205,0.3625251965860203
Nus1,0.04293374030670784,0.03202176065580112,0.01091197965090672,0.42304777880901834,0.2702056004421602
Isca1,0.027018338389029162,0.016106883391710073,0.01091145499731909,0.7462254149731582,0.3028983745309719
Dnajc21,0.05609708032053926,0.04519121044521939,0.01090586987531987,0.3118772786168176,0.5023677067430028
Dcaf7,0.025366038760569053,0.014466429775725936,0.010899608984843117,0.8101464738463052,0.06316646518572022
Clasp1,0.022435769101332995,0.011542736262063447,0.010893032839269548,0.9587546982750961,0.014590682028095986
Acyp1,0.02310079553132872,0.012207966454115642,0.01089282907721308,0.9200639113522217,0.19024199420883586
Yap1,0.03675373968696749,0.025861868226837323,0.010891871460130167,0.5070480230409872,0.05648200059365018
Kmt2c,0.0860613497039808,0.0751716567661448,0.010889692937835996,0.19517423704654993,0.2019447545694181
Otud5,0.030775021385607414,0.019885611094548995,0.010889410291058419,0.6300092918257425,0.15368105467971138
Parp14,0.0433048599625256,0.03242407375687307,0.010880786205652533,0.4174524012835713,0.09887661025982848
Taf7,0.043705573447668136,0.032826892940409635,0.0108786805072585,0.4129281232411066,0.4516480857911191
A630072M18Rik,0.017510505977583062,0.006640081187623427,0.010870424789959636,1.3988131190794242,0.098313945936141
Ythdf2,0.04102686493292151,0.030163691354995442,0.010863173577926065,0.4437432583532495,0.2547862318835861
Tcof1,0.0328171796535152,0.021954917085129876,0.010862262568385326,0.5798854219972089,0.33245517371977873
Ccdc9,0.023257819897050776,0.012397253910731208,0.010860565986319569,0.9076409442445367,0.026630634710133126
Trip10,0.045350742811583473,0.03449159374313252,0.010859149068450952,0.3948713734456614,0.3244617820067362
Mrpl12,0.03621022191450261,0.025354852449465767,0.010855369465036846,0.5141180822437914,0.32331104192010274
Ip6k2,0.02841479656378129,0.017560836430695764,0.010853960133085528,0.6942494436853003,0.16458439214457313
Pex3,0.03123671725732304,0.020386456126298594,0.010850261131024445,0.6156072579765303,0.2109692199500841
Ctbp1,0.05857002188103605,0.04772278894231887,0.010847232938717179,0.2954784774849601,0.45703866448841707
Josd2,0.022849879246556525,0.012011473867308886,0.010838405379247639,0.927716385293684,0.2755325156725182
Krcc1,0.08377250462228643,0.07294052190128819,0.010831982720998237,0.19975372784340875,0.6507581264643639
Nr2f2,0.019338288647189672,0.008506584674717222,0.01083170397247245,1.1847132191533625,0.1792312447683263
Gm8326,0.014877031097711286,0.004046465656211015,0.01083056544150027,1.8780928742265657,0.48415733021009205
Shld2,0.01505750268394197,0.004228227420868366,0.010829275263073604,1.832112278765626,0.10697259407571579
Pqlc1,0.038559637602569335,0.027731726136968244,0.010827911465601091,0.4755394660280262,0.41262991871078614
Cep83,0.04591144583221653,0.03508426862494685,0.010827177207269674,0.3880198806317257,0.2728652411988453
Fam168b,0.03810358134092856,0.02727894734736175,0.010824633993566812,0.4821236045585569,0.060823481175518314
Abcf3,0.021890805356153526,0.011070788334358863,0.010820017021794663,0.983502666929047,0.039321487904838776
Med21,0.05650712045963774,0.045691198310712285,0.010815922148925454,0.30651034976110403,0.5119199089664557
Gm5050,0.012747127650216596,0.0019377325470729043,0.010809395103143693,2.7170996714181017,0.2066329256219517
S1pr4,0.029386960835526933,0.018583918316040803,0.01080304251948613,0.6610929097824781,0.3884796147447261
Golga2,0.02844598519679927,0.017643659248669275,0.010802325948129996,0.6890441949828287,0.10903127950484173
Plscr3,0.025961096479950076,0.015163151470532536,0.01079794500941754,0.7757421155484553,0.2705501305778113
Cdc42bpb,0.04713274630991197,0.03633753856290374,0.010795207747008227,0.37525995550634084,0.3777898917963691
Cttn,0.033209126751584356,0.022425539423279194,0.010783587328305162,0.5664162097677864,0.41351441420597973
Rhot1,0.031247228462425725,0.020463664756080295,0.01078356370634543,0.6106393689015454,0.13633483293286877
Dnase1l1,0.029281120866112238,0.01849801873635225,0.010783102129759987,0.6625713036176987,0.28840549156191714
Stard4,0.06331407157349771,0.05255139160704203,0.010762679966455677,0.26879253959192995,0.5695834081417128
Gm8292,0.03577259876781631,0.02501778980865078,0.010754808959165533,0.5158832523285045,0.6249001919523796
Cachd1,0.02331236483222297,0.012557668903371627,0.010754695928851343,0.8924736838488211,0.13281383471343342
Ass1,0.017278876073078667,0.0065251264015482755,0.01075374967153039,1.4047940351814139,0.10457711316655235
Ice2,0.017286713653227086,0.006533095548192085,0.010753618105035001,1.40368762468709,0.21061092635667814
Gm10704,0.02110406897956953,0.010351570480423376,0.010752498499146154,1.027600519965235,0.36479453927347627
Hivep1,0.029473469167673766,0.01872139927507573,0.010752069892598037,0.6547005025335504,0.1575266266932901
Etfa,0.0628960279190017,0.052144524337895494,0.010751503581106207,0.27044841565060196,0.6192195909866074
Snapc1,0.0395502966876839,0.028809947482992385,0.010740349204691517,0.4571078881165947,0.32255898522560217
Smad1,0.04772553654560617,0.03699249465860308,0.010733041887003088,0.36752005189064796,0.23255000981064747
Tgif1,0.015886812777981187,0.0051626530015219645,0.010724159776459222,1.6214565677277435,0.13718276564161588
Lpcat3,0.03551106128379759,0.024788772674441555,0.010722288609356038,0.5185640616851434,0.39514463318675425
Cdadc1,0.04448194730934331,0.033761543033298924,0.010720404276044385,0.3978288063854988,0.3501482720224584
Wdr75,0.026990429689975493,0.016276525744618294,0.010713903945357199,0.7296199756344405,0.06430492711344657
Ankrd16,0.01681607670329407,0.006117081163567545,0.010698995539726527,1.4587757938701014,0.1823373754185978
Wars,0.02822763257248987,0.01753232940463393,0.01069530316785594,0.6870592691377189,0.3298091982885553
Zcchc4,0.012815808793970243,0.002127255012129705,0.010688553781840538,2.590294162635703,0.12335402153923705
Stard3,0.016511001358335338,0.005828753967130938,0.010682247391204401,1.5020080907318312,0.0690426820905615
Tctex1d2,0.017566689439585455,0.006889011653972848,0.010677677785612606,1.3503461275547037,0.0762115084098688
Mad2l2,0.03227712226186221,0.021601837794722467,0.010675284467139744,0.5793358138065857,0.37362878487069806
Cadm1,0.049589167326978024,0.03891857574800338,0.010670591578974646,0.3495581095285617,0.5388943778487887
Pisd,0.02373622583196757,0.013069788616316589,0.010666437215650982,0.8608051494640888,0.31052379536790325
Sephs1,0.01385359546384662,0.0031935327612227418,0.010660062702623879,2.116687746376208,0.03536851119589931
Htra2,0.01854128064488391,0.007882086617530952,0.010659194027352959,1.2339861703027915,0.05637408274181127
Ubn1,0.058642371299448694,0.04798527063473227,0.010657100664716423,0.2893463487464903,0.3060669502906239
Psmc3,0.1133256684764612,0.10267179821287392,0.010653870263587273,0.14243339228139018,0.7343364758208556
Rnf44,0.023759678014787934,0.013106688178131659,0.010652989836656275,0.8581627464714089,0.18477307980879937
Mdm2,0.027419969918723235,0.0167688901315859,0.010651079787137335,0.7094063651206062,0.22379989008254872
Echs1,0.03731499680493443,0.026665593011314558,0.01064940379361987,0.4847607102421618,0.40593303070985365
Cd40,0.019897102452811562,0.009247872328312172,0.01064923012449939,1.1052814768647996,0.25773985825723844
Rpl21-ps4,0.0139980035397051,0.003349935538076876,0.010648068001628224,2.062688299827595,0.39962791013431154
Gm10033,0.02357909231589027,0.012933622768413186,0.010645469547477086,0.8663313872882522,0.10156824379987843
Bscl2,0.03241133908600703,0.021772175423802997,0.010639163662204035,0.5739913116074223,0.35050357646569985
Klf10,0.0507033364677529,0.04006462154971888,0.010638714918034017,0.3397442805933582,0.5178883025368927
Slmap,0.048637531668815674,0.03800172539797516,0.010635806270840514,0.35599679005989615,0.39467700679476886
Smim8,0.01940212866168513,0.00876652106850008,0.010635607593185051,1.1460484014286711,0.1571913102315243
Atp6v1h,0.02584671168715094,0.01521145781456995,0.01063525387258099,0.7647833013386928,0.19638970995262225
Commd10,0.0242205847990875,0.013587764445295457,0.010632820353792044,0.8338789770979739,0.2618900864216657
Zcchc10,0.024713617523750127,0.014081059267638472,0.010632558256111655,0.8115062602935877,0.20969573218968643
1810030O07Rik,0.03128509124421331,0.020662190480633624,0.010622900763579687,0.59845839605945,0.24203255164884876
Eml2,0.03240982133743298,0.021787970971626807,0.010621850365806176,0.5728775172517331,0.18144068619220885
Faf1,0.023946587998790084,0.013328604245586467,0.010617983753203617,0.8452464074120629,0.32621125304063825
H2-Ab1,0.014043695874958326,0.0034316149133528707,0.010612080961605456,2.032645461290471,0.2913718248687127
Zfp422,0.04256419311082016,0.03195469988145888,0.010609493229361278,0.4136008906241599,0.3404571799206375
Armcx2,0.018537673682926616,0.007932826148231027,0.010604847534695589,1.2244493429959362,0.22563138347067963
Gm18103,0.013340420820761912,0.0027406264369299166,0.010599794383831995,2.2828084035848755,0.29301555946616337
Cacfd1,0.018751315213505974,0.00815203029406853,0.010599284919437445,1.2016604450510315,0.20795844037046662
Upp2,0.01391616176277167,0.003324305312251532,0.010591856450520139,2.065306308368234,0.09974054175187941
Nsmce2,0.022409364687535356,0.011822380460289668,0.010586984227245688,0.9225235462328855,0.29199147126982405
Dgat1,0.01836055940868365,0.007773823426095494,0.010586735982588157,1.2398067733139277,0.05151414622896852
Kat6a,0.051644634144636124,0.04105919186733186,0.010585442277304263,0.33090602731980556,0.4381769130142975
Fam118a,0.023549140310019305,0.01296461532494562,0.010584524985073685,0.8610449797897538,0.25285245199228196
Trpc4ap,0.03669427150406901,0.02611129334921104,0.01058297815485797,0.4908650016394457,0.31102706461054386
Ice1,0.03230019275077704,0.021718844999178716,0.010581347751598327,0.572573631147591,0.2126156560210354
Exosc3,0.020717769366263527,0.010139601982675916,0.01057816738358761,1.0307950152829695,0.2744346919614595
Smurf2,0.04843238726597646,0.037856842790174206,0.010575544475802258,0.35540969768549713,0.11005712305649956
Arhgap25,0.019824796904226685,0.009249625961608485,0.0105751709426182,1.0997559598695672,0.09740645105103231
Uqcc1,0.02374230735473951,0.01316958643086158,0.01057272092387793,0.8502013268798856,0.20083348774438559
Gstk1,0.03182630167811816,0.021254670465617877,0.010571631212500283,0.5824170838366249,0.24673296339633835
Ascc3,0.03208208672928077,0.021515744903535538,0.010566341825745233,0.5763531102644883,0.22887337546643724
Wdr47,0.01626143506824377,0.005696015734734459,0.01056541933350931,1.5132650006978758,0.061340747879076514
Qdpr,0.05216022111913119,0.041598850856744175,0.010561370262387015,0.32639928810143065,0.5226981369455775
Lsm10,0.018820762906129336,0.008261018601954833,0.010559744304174503,1.1878355482557934,0.18334929537691946
Nrbf2,0.025132719095704532,0.014576552820661011,0.010556166275043521,0.78587561573612,0.17046850861901286
AU020206,0.028157575835912264,0.017603498097276123,0.01055407773863614,0.6776302725823976,0.42818922440057694
Plekha1,0.039765053040807574,0.029212332900086947,0.010552720140720628,0.4449104130816861,0.39378215387708887
Ngdn,0.047035885547566145,0.036483686474591194,0.01055219907297495,0.3665014819560444,0.5154620508057581
Pdcd7,0.033524828917502185,0.02297386818772107,0.010550960729781116,0.54521641838103,0.1897407322571503
Sart1,0.05067143318190391,0.04012063680335966,0.010550796378544253,0.33682064227927017,0.47715817554366163
Unc13b,0.033882990318338295,0.023338576041251915,0.01054441427708638,0.5378254273729601,0.21892935934629001
Ctso,0.031273701228993235,0.02072949746047437,0.010544203768518865,0.5932413656462976,0.3575878994572402
Cmas,0.02832760777383585,0.01778831515158284,0.010539292622253012,0.6712487301816086,0.38193389611690326
Arfgap3,0.030687117727556674,0.020150085675872922,0.010537032051683753,0.6068225914012597,0.23605166270337574
Dok4,0.03095928739483981,0.020423479360790243,0.010535808034049566,0.6001195604547866,0.31179848153979633
Rmnd5a,0.027229344784771976,0.016693896048280383,0.010535448736491593,0.7058081391855469,0.08245602666178845
Tollip,0.029306334073149608,0.01877279273030659,0.010533541342843018,0.642541603362038,0.34054443362116416
Nrarp,0.018071305576317042,0.007538593145302019,0.010532712431015022,1.2612219905277595,0.16946117746504444
Gt(ROSA)26Sor,0.035880141797012224,0.02535458275183305,0.010525559045179173,0.5009223674189996,0.4187450933733253
Prkag1,0.04299270540140891,0.03246890542151506,0.010523799979893854,0.4050222716378921,0.37764682617607165
Fkbp9,0.036406380168391796,0.0258875287409395,0.010518851427452295,0.49191795147492784,0.32733187680712117
Zfp277,0.02390900514518115,0.013391408194162133,0.010517596951019016,0.8361990341801651,0.30666114554958257
Fbxl6,0.025844107510312204,0.015331425824221175,0.010512681686091029,0.7533052321382011,0.25952466655596773
Chuk,0.03855613622980668,0.02804417735864328,0.010511958871163397,0.4592451949586197,0.27296118356733523
Kmt2a,0.09052214242667797,0.08001236645251224,0.010509775974165733,0.17804564099077394,0.4005243095764058
Gm4204,0.03901545591596432,0.028508811146421235,0.010506644769543088,0.4526242531340009,0.588316083696098
Crot,0.03910916842085107,0.02860290659176254,0.01050626182908853,0.45133155158686433,0.2635032732495182
Hmgb1-rs17,0.016201994777996755,0.005698955292278631,0.010503039485718124,1.5072379805379708,0.17802644884258717
Dtd1,0.0454879651596101,0.03498532762483781,0.010502637534772291,0.37872537617028457,0.32774978232188834
Eif1ad,0.02583658627232721,0.015338490151461269,0.010498096120865942,0.7522207690013749,0.22187646507291656
Ccdc127,0.04896679810923115,0.03847040615211995,0.010496391957111204,0.348046763204316,0.23342672699610542
Zfp281,0.025982380543159357,0.015490526073083771,0.010491854470075586,0.7461098721894318,0.34839653844653495
Sod2,0.04013900722683514,0.029655731828907104,0.010483275397928035,0.4366812548492094,0.49756982398159744
Emc8,0.03381291707178604,0.02333823689900059,0.01047468017278545,0.5348597592128204,0.3937146106039067
Mzt1,0.023454276011214897,0.01298122213203936,0.010473053879175537,0.853375131221944,0.2180270939157819
Rcbtb1,0.03652621529647375,0.026058899741881168,0.010467315554592582,0.487140238456629,0.3169712343535152
Tpi1,0.08492350753906647,0.0744575510227709,0.010465956516295574,0.18974340586764477,0.7164270853499997
Herc1,0.050655863835288174,0.04019303968355898,0.010462824151729194,0.33377618052608526,0.304540954184795
Wdr45b,0.03455327355532267,0.02409290145305364,0.010460372102269033,0.5201961255115034,0.3160832332412201
Odf3b,0.0185575046818463,0.008099322332174632,0.010458182349671668,1.1960292498766882,0.23186287910893308
Rmdn3,0.019967078388465613,0.009509552372800214,0.0104575260156654,1.0700944625484847,0.1851172882622055
Sumf1,0.02225827652253859,0.01180263900750871,0.010455637515029878,0.9151749981543819,0.08547002378487258
Dguok,0.03381401125167047,0.02335958688931455,0.010454424362355916,0.5335873142255559,0.31693545458708566
Taf3,0.04437703898364538,0.033923859160033036,0.010453179823612345,0.38750309157941243,0.5531060368177966
Agtpbp1,0.022867420541371836,0.012427314994939436,0.0104401055464324,0.8797260141698756,0.05328955749532207
Ski,0.033338571655393376,0.022900886696744328,0.010437684958649048,0.5417691138807517,0.3482244363277336
Vps4b,0.06258058828066786,0.0521432136659127,0.010437374614755156,0.2632311049380873,0.6300666985615377
Zdhhc18,0.021807235122281863,0.011371700941714755,0.010435534180567108,0.9392980960327043,0.3392384520892083
BC002163,0.01726329087003214,0.006829048310849048,0.010434242559183092,1.3378233885235205,0.328574155396535
Zrsr2,0.059156248266504764,0.04872366972351654,0.010432578542988222,0.2799025398892241,0.6269739580210961
Spata6,0.025685987878030968,0.015256440243834804,0.010429547634196163,0.7515247859730221,0.25829374720283205
1600020E01Rik,0.024105892060031713,0.013678920615551884,0.010426971444479828,0.8173858076274123,0.17785567272129726
Aar2,0.01777719552200059,0.007353071110130681,0.01042412441186991,1.2734938669205798,0.1222059169506658
Nhp2,0.02644874277490882,0.01602917890038021,0.010419563874528609,0.7224631657435246,0.2700343598587664
Plod3,0.022644042919901086,0.012225781026254996,0.01041826189364609,0.8891506416811308,0.19919060240657954
Med31,0.047006969306280504,0.03658978965283526,0.010417179653445241,0.3614248087013074,0.43474017365194173
Sdccag3,0.03584499958581166,0.025427848149042743,0.010417151436768916,0.4953460093916743,0.34591475386338605
Gm6520,0.015542267880154026,0.0051266379787067,0.010415629901447326,1.599923540169541,0.49837595839021626
Hdac5,0.029283742027672505,0.018877673533428445,0.01040606849424406,0.6333917850411013,0.31010025135864294
Irx3,0.018219672035470053,0.007816060953040938,0.010403611082429116,1.2208779789823478,0.14764333921026382
Rpl31-ps20,0.014447112330912282,0.004045234950130959,0.010401877380781323,1.8362290151241314,0.22658002085183931
Sft2d3,0.019186433903857717,0.00878913472840355,0.010397299175454167,1.126204597583059,0.10291578821192675
Cul4b,0.01708590519455028,0.0066964148221936625,0.010389490372356619,1.351214884539887,0.15591730041977042
Gimap9,0.029400305918639326,0.019014585148994127,0.0103857207696452,0.6286979023411868,0.2450034959868011
Pde6d,0.038334954142522595,0.027949298392814362,0.010385655749708234,0.4558344023612359,0.29178936965566293
Idh3a,0.021557677322403653,0.0111769615731993,0.010380715749204353,0.94761154740774,0.21563793836470554
Ubl4a,0.02784539125563491,0.017464844259786057,0.010380546995848852,0.6729539930017863,0.2910945902383846
Ltn1,0.024167753521081487,0.01378849960481497,0.010379253916266517,0.8095729643971539,0.10150672437106799
Zfp704,0.02601602263484004,0.015640164242608622,0.01037585839223142,0.7341079677917988,0.007785226598942133
Tmem176b,0.07294924552070686,0.06257870449591035,0.010370541024796509,0.22121798754700614,0.7321894470356362
Psmg1,0.022295131800797487,0.011925524748786743,0.010369607052010744,0.9026197162519909,0.12408751292570348
Edn1,0.235139002901587,0.22477617826351934,0.010362824638067675,0.06502443111298908,0.8891323596098406
Dnajc5,0.05697604212625833,0.046617381023484394,0.010358661102773933,0.28948182534704536,0.572294368081942
Wrn,0.025939340493710144,0.015586652971792727,0.010352687521917417,0.7347936983428874,0.19584052751907668
Mrps28,0.02248457574374363,0.0121337464537484,0.010350829289995228,0.8898558599295416,0.23172779334109977
Gm4754,0.01296292494388839,0.0026125430578747663,0.010350381886013624,2.3104237402756214,0.18374723186491185
Yeats4,0.034614032254861316,0.024266374883064257,0.010347657371797058,0.5123806387119463,0.45836496072439276
Mafg,0.043013084644579744,0.03266780411895343,0.010345280525626312,0.3968954928703496,0.30264557671248155
Tfam,0.02580164704770086,0.015456379541737704,0.010345267505963157,0.739223313938844,0.18804205975100516
Gm7990,0.013717836937134126,0.003374144146856807,0.010343692790277319,2.0231371534014695,0.3556049937147808
Rpl13a,0.1556160522861248,0.14527239858758637,0.01034365369853843,0.09922960608273412,0.8254891529766393
Rusc2,0.020248020878501093,0.009906543273265329,0.010341477605235764,1.0312528809916433,0.15169349332353915
Tyw5,0.016585476876396426,0.006247676866905046,0.010337800009491381,1.4083848347014163,0.08709404999825818
Gm13573,0.012388245345373014,0.0020555249484111196,0.010332720396961894,2.5908078337213953,0.17443212357356128
Zfp771,0.029915574416405293,0.019586601343678657,0.010328973072726635,0.6110042505185065,0.35853612179848676
Dohh,0.02144896551347463,0.011121220231363029,0.010327745282111602,0.9475305188317111,0.12318126668531461
Gm13092,0.017882919140337114,0.00755657984811488,0.010326339292222233,1.2426667065069625,0.21856553769282752
Gins1,0.014557436994853509,0.0042345419543501255,0.010322895040503384,1.781236989966709,0.18123324964402304
Marcks,0.038848944407208416,0.028527453381384172,0.010321491025824244,0.4455109982611929,0.46705144097211626
Yes1,0.04376404368313079,0.033446180056718275,0.010317863626412516,0.3878944285867984,0.35596443966438396
Gm19620,0.021544514286745146,0.01123091524136209,0.010313599045383056,0.9397835817917506,0.5085045935272062
Rnpepl1,0.033023309652477,0.022711785371905713,0.010311524280571284,0.5400237622371301,0.32224206476652806
Mapk1,0.04745746637692082,0.03715362136666486,0.010303845010255955,0.3531238132710203,0.4766080670649282
Mpv17l2,0.023339293039479257,0.013040764694982504,0.010298528344496754,0.8396835789548919,0.3987305557678586
Gnai3,0.04529482942603846,0.03499683051606491,0.01029799890997355,0.3721127280341791,0.500272563868576
Gm4865,0.016329197279223433,0.006032738016183037,0.010296459263040396,1.4364182582847733,0.35536200612261026
Gm8805,0.012994362123499725,0.002702774311286854,0.010291587812212871,2.2649501984153546,0.3891036185943155
Gm11808,0.022611353887942325,0.012321362280759382,0.010289991607182943,0.8758323237434792,0.33229114481090893
Cbx3,0.06632963834396385,0.05604235249042231,0.010287285853541543,0.24313215018118378,0.36328451178015103
Mrpl30,0.049270836268944955,0.038993598097535186,0.01027723817140977,0.3374889572076313,0.5448256165226454
Fndc3a,0.03642615062368931,0.026149142142090225,0.010277008481599088,0.4781953616945081,0.21757291156332387
Usp47,0.036884991821944456,0.02662425854781859,0.010260733274125865,0.4702774937163972,0.31549905631091046
H2-Q6,0.018816604365506487,0.008558638632955919,0.010257965732550568,1.1364611769501816,0.2832674033180606
Exosc9,0.02823719380820992,0.017986844744094514,0.010250349064115406,0.6506254758093617,0.24025799955885582
Usp21,0.02532045902858616,0.01507226912599336,0.0102481899025928,0.7483681896394292,0.15269018208728122
Stxbp3,0.04106655354709721,0.03082033873309083,0.010246214814006383,0.4140694794111251,0.4297045058833517
Pim1,0.01928999794949737,0.009045418607695047,0.010244579341802323,1.0925091169939334,0.21906140143909364
Nelfb,0.040403870096161656,0.03016488401233695,0.010238986083824706,0.42161133374550097,0.4811020285071032
Gm20430,0.01159036456154247,0.0013517322479561,0.01023863231358637,3.0991021997290837,0.09483877441106657
Dhps,0.024502687484992035,0.014264260209683133,0.010238427275308902,0.7804928092662478,0.1610879362631309
Nudt16l1,0.028384507808919202,0.01814937772286281,0.010235130086056393,0.6451549791702281,0.2900843904541428
BC005561,0.03836555837878569,0.028135864305515828,0.010229694073269863,0.44738779837511705,0.36557238168838446
Slc30a7,0.015198950378673304,0.004974475463487425,0.01022447491518588,1.6111603105556243,0.014500953283630309
2810013P06Rik,0.04059183391193357,0.030369021815127434,0.010222812096806137,0.4185771177677114,0.5664856298570168
Sft2d2,0.043940552608665126,0.03371909438851469,0.010221458220150435,0.3819772714764571,0.09798743435704212
Armcx1,0.02014599002932846,0.009926296532020202,0.010219693497308257,1.0210915235089346,0.1753827404346185
Gm3511,0.01236096821585886,0.002141746379494839,0.01021922183636402,2.5283754563637375,0.2624394982339892
Sec24c,0.019344228302819226,0.009139114184840863,0.010205114117978363,1.081693661168704,0.29637909993660705
Clptm1,0.03899648043546711,0.02879324681029816,0.010203233625168947,0.4376003317559268,0.5273415237266459
Polr3gl,0.05428463018982902,0.04408271673717209,0.010201913452656933,0.3003244925226492,0.5266424292835337
Mrps11,0.023466343896728963,0.013265924319703718,0.010200419577025244,0.8228206141406383,0.1676316188566504
Eif4ebp2,0.030302256057766132,0.02010257591891284,0.010199680138853293,0.5920206750427155,0.16522695166686427
Ptk2,0.03532657300720809,0.025130288584081728,0.01019628442312636,0.49130999395430613,0.23190160661420067
Rbms2,0.03907147483293015,0.028881178222839893,0.010190296610090258,0.4359730872292126,0.27473734467997557
Tbl1xr1,0.023912723955281094,0.013722627685194258,0.010190096270086836,0.8011769186824315,0.19222644321770227
Agpat5,0.03111297131539146,0.020923078005584895,0.010189893309806564,0.5723984953372827,0.23074663508351476
Rpl21-ps13,0.014145823232370342,0.003962248981002552,0.01018357425136779,1.835722613312972,0.28031042355237396
Bin3,0.021307076002107905,0.01112671386094565,0.010180362141162256,0.9372431039796513,0.1545269661526305
Ppa2,0.0186362382014924,0.00846385928940218,0.010172378912090219,1.1386300953767492,0.19864764151127012
Taf1b,0.02855555990055081,0.018383611736952715,0.010171948163598094,0.6353234851764707,0.1474627791013238
Gm7924,0.011282297772766486,0.0011142393729760486,0.010168058399790438,3.338763480304897,0.20952279385515046
